t,name,C,q,a,F,H,work_lawfulness,work_record_intensity,work_fidelity,kingdom_lawfulness,kingdom_record_intensity,kingdom_fidelity,kingdom_overlap,ai_consolidation,ai_governance,ai_fidelity,ai_opacity,digital_work_record,digital_kingdom_record,ai_consolidated_record,P_ref,P,K,O,work_benefit,work_cost,kingdom_benefit,kingdom_cost,kingdom_presence_lift,grace_coherence,grace_relief,work_to_kingdom_bleed,kingdom_to_work_bleed,ai_audit,ai_scale,ai_false,ai_context_loss,ai_net,future_tension,benefit,cost,net,dF,dq,dC,dH
36,Oppressive work recording with Kingdom counter-witness,0.0,0.5974156412625081,0.82,0.0,1.8364030467966779,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,22.359665817426375,17.111355368613793,21.31435144046171,0.24615384615384617,0.1851613857247888,0.1712661309503322,0.0,0.0005179087799938047,0.08773013465438388,0.0031046952952545268,0.014188889302755428,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.00946129001612387,0.013344819134105597,0.00171072,-0.024516829150229465,0.005131710694523513,0.0036226040752483316,0.1662888438018923,-0.16266623972664396,-0.06379039514599884,0.011149305694980509,-0.05993530213890471,0.04458363570258545
37,Oppressive work recording with Kingdom counter-witness,0.0,0.6085947270094713,0.82,0.0,1.881096360502192,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,22.85606915925211,17.491241814927655,21.787547926057094,0.24615384615384617,0.18097891350015172,0.16593011061823956,0.0,0.0005017726545095565,0.08828531116174143,0.003007964452276385,0.01424155385177464,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.00954671890294861,0.013420585061179553,0.00171072,-0.02467802396412816,0.005198674254039712,0.0035097371067859414,0.16712484323168394,-0.163615106124898,-0.0642838053521163,0.01117908574696319,-0.059948694850807956,0.04469331370551403
38,Oppressive work recording with Kingdom counter-witness,0.0,0.6198034790456579,0.82,0.0,1.9258995240370056,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,23.34750846765959,17.867329396778377,22.256012446796525,0.24615384615384617,0.17693323894800136,0.16067000635143627,0.0,0.0004858660992067434,0.08883808947270554,0.0029126098081382014,0.014293710819423284,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.009632319162786987,0.013495273059252405,0.00171072,-0.02483831222203939,0.005265723953420191,0.0033984759073449446,0.1679571164675884,-0.16455864056024347,-0.06477708289469816,0.01120875203618666,-0.05996210479068405,0.04480316353481369
39,Oppressive work recording with Kingdom counter-witness,0.0,0.6310417930589373,0.82,0.0,1.9708127266535742,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,23.834033382982994,18.239656102810592,22.719792322328562,0.24615384615384617,0.17301833034080275,0.1554821710067949,0.0,0.0004701780851245479,0.08938865730300989,0.0028185652477940772,0.014345387776513854,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.009718098621863533,0.013568934913955204,0.00171072,-0.024997753535818734,0.005332873305636892,0.003288743332918625,0.16878595192097937,-0.16549720858806075,-0.06527032270853006,0.011238314013279375,-0.059975534661127386,0.044913202616568663
40,Oppressive work recording with Kingdom counter-witness,0.0,0.642309573684617,0.82,0.0,2.015836174222707,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,24.315693049153165,18.608259541782484,23.178934399105277,0.24615384615384617,0.16922849311783364,0.15036316053954893,0.0,0.00045469819747159606,0.08993719234231533,0.002725768337944889,0.01439661077729676,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.009804064756378425,0.01364161952713397,0.00171072,-0.025156404283512394,0.005400135190943715,0.0031804665354164853,0.16961162259406817,-0.1664311560586517,-0.06576361495480931,0.011267780625679819,-0.05998898703818875,0.04502344756913293
41,Oppressive work recording with Kingdom counter-witness,0.0,0.653606734036737,0.82,0.0,2.060970088482429,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,24.79253611866163,18.973176946364656,23.633485055114225,0.24615384615384617,0.16555834702700187,0.145309720199886,0.0,0.0004394165938844554,0.0904838629407282,0.0026341600768115133,0.014447404462756507,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.009890224717515638,0.013713373112843668,0.00171072,-0.025314317830359305,0.005467521900964093,0.0030735766706959686,0.1704343871348081,-0.16736081046411214,-0.06625704535190173,0.011297160352119947,-0.06000246438019283,0.045133914259721915
42,Oppressive work recording with Kingdom counter-witness,0.0,0.6649331952710912,0.82,0.0,2.106214706338894,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,25.264610757475012,19.334445176901006,24.083490204563084,0.24615384615384617,0.1620028050860912,0.14031877182963406,0.0,0.0004243239660128135,0.09102882874049777,0.002543684663850423,0.014497792155670708,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.009976585354427223,0.01378423937772203,0.00171072,-0.02547154473214925,0.005535045179251182,0.0029680086298632365,0.17125449080756894,-0.1682864821777057,-0.06675069547959982,0.011326461234354195,-0.06001596903585025,0.0452446178564648
43,Oppressive work recording with Kingdom counter-witness,0.0,0.6762888861774773,0.82,0.0,2.1515702792152296,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,25.73196464990026,19.692100725131993,24.528995302517455,0.24615384615384617,0.1585570541975141,0.13538740215862136,0.0,0.0004094115041276711,0.09157224125790848,0.002454289287591272,0.014547795948184374,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010063153235381438,0.01385425968716904,0.00171072,-0.02562813292255048,0.00560271625864497,0.0028637007917189433,0.1720721663872883,-0.16920846559556937,-0.06724464305931592,0.011355690906386122,-0.060029503251729004,0.045355572876335695
44,Oppressive work recording with Kingdom counter-witness,0.0,0.6876737427988961,0.82,0.0,2.197037072444568,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,26.194645003401256,20.046179717880673,24.97004534949228,0.24615384615384617,0.15521653726766174,0.13051285201059346,0.0,0.0003946708644800347,0.09211424441986785,0.002365923929962837,0.014597436782574726,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010149934667242946,0.013923473218611676,0.00171072,-0.025784127885854623,0.005670545895717081,0.0027605947944428716,0.17288763498401427,-0.1701270401895714,-0.06773896221239341,0.011384856621418873,-0.06004306917914343,0.04546679322933856
45,Oppressive work recording with Kingdom counter-witness,0.0,0.6990877080756288,0.82,0.0,2.2426153647038505,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,26.65269855336724,20.396717920701864,25.40668489599736,0.24615384615384617,0.15197693669702114,0.12569250633770368,0.0,0.000380094139165216,0.0926549750592332,0.0022785411856392586,0.014646734525813169,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010236935713436018,0.013991917103003734,0.00171072,-0.02593957281643975,0.005738544402564473,0.0026586353248044745,0.17370110680405057,-0.1710424714792461,-0.06823372369849603,0.011413965276732697,-0.060056668880512906,0.04557829225928249
46,Oppressive work recording with Kingdom counter-witness,0.0,0.7105307315123012,0.82,0.0,2.2883054474853006,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,27.106171567833567,20.743750741494843,25.838958047037387,0.24615384615384617,0.14883415912061812,0.12092388501070206,0.0,0.0003656738282723631,0.09319456337251529,0.0021920960950855056,0.014695708038470428,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01032416221052634,0.014059626555595575,0.00171072,-0.026094508766121915,0.005806721676186805,0.0025577699233578686,0.17451278185329447,-0.1719550119299366,-0.06872899513583886,0.01144302343667231,-0.06007030433523737,0.04569008278144998
47,Oppressive work recording with Kingdom counter-witness,0.0,0.72200276886621,0.82,0.0,2.3341076246027312,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,27.55510985215523,21.087313234079893,26.266908466567013,0.24615384615384617,0.14578432129024668,0.11620463429915276,0.0,0.00035140281412063805,0.09373313334323564,0.0021065459901116112,0.014744375238456741,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010411619783543515,0.014126634996906133,0.00171072,-0.026248974780449647,0.005875087225658991,0.002457948804232249,0.17532285058780106,-0.1728649017835688,-0.06922484120484815,0.011472037353908782,-0.06008397744513181,0.04580217711743076
48,Oppressive work recording with Kingdom counter-witness,0.0,0.7335037818553345,0.82,0.0,2.3800222117300978,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,27.999558753633675,21.42744010173909,26.690579381901344,0.24615384615384617,0.14282373700054796,0.11153251898243219,0.0,0.000337274337402875,0.09427080313389441,0.0020218503508616322,0.014792753160040896,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01049931386015413,0.014192974164738527,0.00171072,-0.026403008024892656,0.005943650197289532,0.0023591246882645072,0.17613149451611748,-0.17377236982785296,-0.06972132383668272,0.011501012989124575,-0.06009769003945792,0.0459145871273666
49,Oppressive work recording with Kingdom counter-witness,0.0,0.7450337378845903,0.82,0.0,2.426049535969927,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,28.439563166097336,21.764165700721698,27.11001358808233,0.24615384615384617,0.1399489049704514,0.1069054150379799,0.0,0.0003232819750748513,0.0948076854492185,0.0019379706732669958,0.01484085800854905,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010587249683784621,0.014258674217999288,0.00171072,-0.02655664390178391,0.00601241939793682,0.0022612526483418473,0.17693888675748828,-0.17467763410914644,-0.07021850238790879,0.011529956029255826,-0.060111443879587376,0.04602732423982914
50,Oppressive work recording with Kingdom counter-witness,0.0,0.7565926097890036,0.82,0.0,2.4721899354494576,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,28.87516753443636,22.09752404371448,27.52525345220151,0.24615384615384617,0.1371564975999338,0.10232130285838528,0.0,0.00030941961984375717,0.09534388787310477,0.0018548703460865225,0.01488870521110593,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010675432325783489,0.014323763833008644,0.00171072,-0.026709916158792132,0.006081403316638935,0.0021642899659302796,0.17774519255964177,-0.1755809025937115,-0.0707164338024974,0.01155887190441325,-0.0601252406633278,0.04614039947953069
51,Oppressive work recording with Kingdom counter-witness,0.0,0.7681803755925951,0.82,0.0,2.5184437589425075,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,29.306415859091995,22.427548803277332,27.936340917679498,0.24615384615384617,0.1344433505295985,0.09777826095346262,0.0,0.000295681461123271,0.09587951318144515,0.001772514536738275,0.014936309463746808,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010763866696703891,0.014388270292924495,0.00171072,-0.026862856989628384,0.006150610144697795,0.002068195997861546,0.17855056977951814,-0.1764823737816566,-0.07121517276220249,0.011587765803591565,-0.06013908202893957,0.046253823493049746
52,Oppressive work recording with Kingdom counter-witness,0.0,0.7797970182818621,0.82,0.0,2.5648113655152427,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,29.733351700501075,22.754273315244557,28.343317508502704,0.24615384615384617,0.13180645293733645,0.09327446009755874,0.0,0.0002820619673350177,0.09641465963281434,0.001690870085202535,0.014983684775197945,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010852557556779942,0.014452219570844546,0.00171072,-0.027015497127624487,0.006220047794345218,0.0019729320525375526,0.17935516932998197,-0.17738223727744443,-0.07171477182627747,0.011616642689266944,-0.060152969558869056,0.0463676065727352
53,Oppressive work recording with Kingdom counter-witness,0.0,0.791442525592835,0.82,0.0,2.611293124194181,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,30.156018183496062,23.07773058209211,28.74622433341768,0.24615384615384617,0.1292429385123903,0.08880815788600244,0.0,0.0002685558694472714,0.09694942123882076,0.0016099054053416635,0.015030844507595738,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.010941509525663234,0.014515636407099053,0.00171072,-0.027167865932762283,0.006289723916106663,0.0018784612747889348,0.18015913559528546,-0.17828067432049652,-0.07221528156140095,0.011645507310972948,-0.06016690478322134,0.04648175867893829
54,Oppressive work recording with Kingdom counter-witness,0.0,0.803116889810772,0.82,0.0,2.6578894136548885,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,30.5744580016611,23.397953276271185,29.145102090083505,0.24615384615384617,0.1267500770525826,0.08437769366790177,0.0,0.000255158145651735,0.09748388801575306,0.0015295903930423564,0.01507780141439017,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011030727091479887,0.014578544381199808,0.00171072,-0.027319991472679696,0.006359645914967753,0.0017847485386940914,0.18096260681779067,-0.17917785827909657,-0.07271675066260073,0.011674364217937017,-0.06018088918299356,0.0465962894607077
55,Oppressive work recording with Kingdom counter-witness,0.0,0.8148201075816242,0.82,0.0,2.704600621929959,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,30.988713421644487,23.71497374350847,29.53999106918267,0.24615384615384617,0.12432526663535969,0.07998148382545059,0.0,0.00024186400708816263,0.09801814621901003,0.0014498963406393856,0.015124567675655915,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011120214619262984,0.014640965978869085,0.00171072,-0.02747190059813207,0.00642982096543916,0.0016917603477275482,0.18176571545823716,-0.1800739551105096,-0.07321922606589484,0.011703217770852177,-0.06019492419308784,0.046711208275070665
56,Oppressive work recording with Kingdom counter-witness,0.0,0.8265521797344763,0.82,0.0,2.7514271461349713,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,31.39882628742804,24.028824006073382,29.930931158490843,0.24615384615384617,0.12196602631770312,0.07561801737257062,0.0,0.00022866888453465363,0.09855227856166718,0.001370795857128223,0.015171154931014563,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011209976358810202,0.014702922654534321,0.00171072,-0.027623619013344522,0.006500256025606874,0.0015994647416628766,0.18256858853163316,-0.1809691237899703,-0.07372275305330321,0.011732072152852078,-0.060209011205121385,0.04682652420501198
57,Oppressive work recording with Kingdom counter-witness,0.0,0.8383131111142275,0.82,0.0,2.7983693922112245,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,31.80483802455376,24.339535766012645,30.317961846905934,0.24615384615384617,0.11966998932392546,0.07128585184811467,0.0,0.00021556841598869883,0.0990863644184132,0.0012922627937174379,0.015217574310353444,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011300016452012052,0.014764434889640353,0.00171072,-0.027775171341652402,0.006570957850247049,0.0015078312097061366,0.18337134792066614,-0.18186351671096002,-0.07422737535082587,0.011760931379751201,-0.06022315157004942,0.04694224607625308
58,Oppressive work recording with Kingdom counter-witness,0.0,0.8501029104238343,0.82,0.0,2.8454277746841483,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,32.20678964430822,24.647140408352517,30.701122228436876,0.24615384615384617,0.11743489668394486,0.06698360948102033,0.0,0.00020255843507060553,0.09962048001598309,0.0012142721743109884,0.015263836462510286,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011390338939692138,0.014825522247100239,0.00171072,-0.027926581186792376,0.0066419330030778245,0.0014168306093815938,0.18417411066836356,-0.18275728005898198,-0.07473313521993105,0.011789799309606924,-0.060237346600615575,0.047058382472923904
59,Oppressive work recording with Kingdom counter-witness,0.0,0.8619215900754894,0.82,0.0,2.892602716436361,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,32.60472174786514,24.95166900426899,31.080451006152508,0.24615384615384617,0.11525859128786299,0.06270997360675754,0.0,0.00018963496018683482,0.10015469861111534,0.0011368001305459398,0.015309951582078337,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01148094776799709,0.014886203422177969,0.00171072,-0.028077871190175057,0.006713187868214056,0.0013264350907327745,0.1849769892515828,-0.18365055416085002,-0.07524007354304955,0.011818679651655029,-0.060251597573642825,0.04717494175221261
60,Oppressive work recording with Kingdom counter-witness,0.0,0.8737691660501553,0.82,0.0,2.9398946484944317,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,32.99867453038649,25.2531523142263,31.455986496090983,0.24615384615384617,0.11313901232559125,0.05846368531618143,0.0,0.00017679418439613267,0.10068909065697423,0.0010598238410432052,0.015355929434473364,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01157184679437074,0.014946496290071262,0.00171072,-0.028229063084442,0.006784728660885318,0.0012366180254393378,0.1857800918367749,-0.18454347381133557,-0.07574822990352889,0.011847575974665929,-0.06026590573217708,0.04729193205807069
61,Oppressive work recording with Kingdom counter-witness,0.0,0.8856456577649201,0.82,0.0,2.987304009828476,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,33.388687785082624,25.551620791084034,31.827766631130075,0.24615384615384617,0.11107419008291411,0.054243540319500044,0.0,0.00016403246592616816,0.1012237239588965,0.0009833214745578647,0.015401779379391883,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011663039793143974,0.015006417950439952,0.00171072,-0.028380177743583923,0.006856561437472386,0.001147353940484033,0.18658352251934468,-0.18543616857886064,-0.07625764266046198,0.011876491714764785,-0.06028027228749449,0.047409361334044386
62,Oppressive work recording with Kingdom counter-witness,0.0,0.8975510879476752,0.82,0.0,3.0348312471637735,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,33.77480090723179,25.84710458317319,32.19582896481877,0.24615384615384617,0.1090622410677739,0.05004838600951528,0.0,0.00015134631929277422,0.10175866382025203,0.000907272136741892,0.015447510392779234,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011754530460769167,0.015065984769104913,0.00171072,-0.02853123522987408,0.006928692104912724,0.0010586184560346663,0.18738738154781812,-0.18632876309178345,-0.07676834901877087,0.011905430182755182,-0.060294698420982555,0.04752723733529732
63,Oppressive work recording with Kingdom counter-witness,0.0,0.9094854825186578,0.82,0.0,3.0824768148036576,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,34.15705289815947,26.139633537341457,32.56021067517059,0.24615384615384617,0.10710136344273352,0.045877118709610726,0.0,0.00013873240697786287,0.10229397317913949,0.0008316558202559522,0.015493131087416175,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01184632242072551,0.015125212417123751,0.00171072,-0.02868225483784926,0.007001126429521302,0.0009703882272338151,0.18819176553392622,-0.18722137730669242,-0.07728038509489335,0.011934394570982578,-0.060309185285904274,0.04764556763988406
64,Oppressive work recording with Kingdom counter-witness,0.0,0.9214488704784287,0.82,0.0,3.1302411744629866,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,34.53548236917788,26.42923720196804,32.92094856841888,0.24615384615384617,0.10518983274154617,0.041728681093150644,0.0,0.00012618753162568758,0.10282971273658181,0.0007564533579885255,0.015538649732223835,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.011938419228119538,0.015184115907432662,0.00171072,-0.028833255135552197,0.007073870045269271,0.0008826408896142131,0.18899676764962714,-0.18811412676001293,-0.07779378597839214,0.011963387959770913,-0.060323734009053866,0.04776435965932905
65,Oppressive work recording with Kingdom counter-witness,0.0,0.9334412838018916,0.82,0.0,3.1781247951115477,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,34.9101275454861,26.715944829948356,33.27807908273469,0.24615384615384617,0.1033259978495547,0.03760205976204145,0.0,0.00011370862872041337,0.10336594107682939,0.0006816463791603112,0.015584074270378612,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012030824374003027,0.01524270962922833,0.00171072,-0.028984254003231354,0.0071469284615594915,0.0007953550078807245,0.18980247781199885,-0.18900712280411813,-0.0783085857897803,0.011992413323462948,-0.06033834569231191,0.04788362064856101
66,Oppressive work recording with Kingdom counter-witness,0.0,0.945462757337984,0.82,0.0,3.2261281528267967,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,35.281026270031234,26.99978538164887,33.63163829190734,0.24615384615384617,0.10150827722927351,0.0334962829731911,0.0,0.00010129275971092991,0.1039027147803317,0.0006072172681097109,0.01562941233632141,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012123541289428623,0.015301007380249827,0.00171072,-0.02913526866967845,0.007220307070534808,0.0007085100278206408,0.19060898285686637,-0.18990047282904574,-0.07882481773483237,0.01202147353609244,-0.06035302141410697,0.04800335771524913
67,Oppressive work recording with Kingdom counter-witness,0.0,0.9575133287146981,0.82,0.0,3.2742517306553798,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,35.64821600733092,27.28078752783238,33.98166190898827,0.24615384615384617,0.09973515537399193,0.02941041850250095,0.0,8.89371055515629e-05,0.10444008852989212,0.0005331491255714869,0.01567467127173864,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012216573349262017,0.015359022397107713,0.00171072,-0.02928631574636973,0.007294011153952038,0.0006220862311230498,0.19141636670195253,-0.19079428047082947,-0.07934251415562933,0.012050571376714093,-0.06036776223079042,0.04812357782858305
68,Oppressive work recording with Kingdom counter-witness,0.0,0.9695930382491131,0.82,0.0,3.3224960184829158,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,36.01173384725761,27.558979652554054,34.32818528989839,0.24615384615384617,0.0980051794735909,0.02534357163684256,0.0,7.663896062981192e-05,0.10497811521048131,0.00045942573227551823,0.015719858140586553,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01230992387576787,0.015416767383795871,0.00171072,-0.029437411259563742,0.007368045889652077,0.0005360646929053302,0.19222471050028367,-0.19168864580737835,-0.07986170657856581,0.01207970953441505,-0.060382569177930424,0.04824428782753602
69,Oppressive work recording with Kingdom counter-witness,0.0,0.9817019288621431,0.82,0.0,3.3708615129115627,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,36.37161650878503,27.834389856028512,34.67124343699941,0.24615384615384617,0.09631695627800174,0.021294883285220056,0.0,6.439572705450546e-05,0.10551684600314519,0.0003860315147061406,0.01576497974322462,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012403596141985369,0.015474254538511024,0.00171072,-0.02958857068049639,0.007442416357654084,0.0004504272417606461,0.19303409278452027,-0.19258366554275963,-0.08038242575953002,0.012108890613029956,-0.06039744327153083,0.04836549442864678
70,Oppressive work recording with Kingdom counter-witness,0.0,0.9938400459977229,0.82,0.0,3.419348717144916,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,36.72790034369718,28.107045957468223,35.010871002629415,0.24615384615384617,0.0946691491448615,0.017263528200998135,0.0,5.2204909279818374e-05,0.10605633047341212,0.0003129515128748741,0.0158100426297188,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012497593374908082,0.015531495578895252,0.00171072,-0.029739808953803334,0.007517127545899558,0.00036515642215469244,0.1938445896028338,-0.1934794331806791,-0.08090470172645035,0.012138117135579793,-0.06041238550917992,0.048487204233353606
71,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.4679581408798272,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,37.08062134026021,28.37697549789354,35.34710229260312,0.24615384615384617,0.09306047525895256,0.013248713307701526,0.0,4.006410904248942e-05,0.10659661665457082,0.0002401713499706825,0.015855053112370697,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01259191875848153,0.015588501765807897,0.00171072,-0.029891140524289428,0.007592184355670125,0.0002802354590131719,0.19465627464690108,-0.1943760391878879,-0.08142856381938796,0.01216739154845325,-0.060427396871134034,0.0486094237349109
72,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.5166325335729547,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,37.429815126857605,28.644205742914604,35.67997126967709,0.24615384615384617,0.09176451235043645,0.010918997441837941,0.0,3.301904826411794e-05,0.10688978615426935,0.000197938493725894,0.015880277721883253,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012641168556936174,0.015621581302880584,0.00171072,-0.029973469859816755,0.007632528414659264,0.00023095754199001196,0.1950973421506286,-0.1948663846086386,-0.0817067174394381,0.012183216415062776,-0.060435465682931865,0.04867439269312736
73,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.565312632900125,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,37.77551697558903,28.908763685485457,36.00951155698032,0.24615384615384617,0.09077559375317676,0.010316375196114336,0.0,3.119671859304976e-05,0.10692801168856007,0.00018701421791764107,0.01588515004326438,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01264384503277218,0.015630137910667107,0.00171072,-0.029984702943439287,0.007636896810783972,0.00021821093651069081,0.19515604148604773,-0.19493783054953703,-0.0817309959943921,0.012185164610814356,-0.0604363393621568,0.048680099327170066
74,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.6139983178231505,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,38.11776180583313,29.1706760486306,36.33575644141052,0.24615384615384617,0.08980765020237981,0.009726534618809735,0.0,2.9413040687280643e-05,0.10696542645605966,0.00017632164691632098,0.0158899190223,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012646464740331027,0.015638513032084196,0.00171072,-0.029995697772415224,0.007641172552860169,0.0002057346876036016,0.19521349580363506,-0.19500776111603146,-0.08175475959915748,0.012187071485170509,-0.06043719451057204,0.04868568492302569
75,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.662689471100717,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,38.4565841877748,29.429969288144292,36.65873887699641,0.24615384615384617,0.08886002372741107,0.00914907475908494,0.0,2.7666802071472867e-05,0.10700205588988172,0.0001658535123252159,0.01589458790075785,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012649029460388714,0.015646712360215857,0.00171072,-0.03000646182060457,0.007645358547372149,0.00019352031439668878,0.1952697441586163,-0.19507622384421963,-0.08177802440731476,0.012188938334350752,-0.06043803170947444,0.04869115327756651
76,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.71138597913164,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,38.79201834589705,29.68666959526285,36.978491488226446,0.24615384615384617,0.08793208351985998,0.008583611218080434,0.0,2.5956840323475236e-05,0.10703792437321473,0.00015560284580024028,0.015899159786579575,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.012651540900207573,0.015654741353125248,0.00171072,-0.03001700225333282,0.007649457580819249,0.00018155968612371552,0.1953248239939464,-0.1951432643078227,-0.08180080590559528,0.012190766401064316,-0.06043885151616386,0.04869650803092304
77,Oppressive work recording with Kingdom counter-witness,0.0,1.0,0.82,0.0,3.7600877318061126,0.12,0.9,0.8,0.94,0.58,0.95,0.58,0.6,0.86,0.9,0.18,39.124098162438074,29.940802899310217,37.29504657334418,0.24615384615384617,0.08702322454921588,0.008029775305343767,0.0,2.4282040523359556e-05,0.10707305529283143,0.00014556296375774127,0.015903637660701235,0.0,0.0,0.0,0.03472128000000001,0.0,0.0,0.01265400069728289,0.01566260524583251,0.00171072,-0.0300273259431154,0.00765347232583089,0.00016984500428110082,0.19537877122247896,-0.19520892621819785,-0.08182311894786728,0.012192556877237281,-0.060439654465166186,0.04870175267447235
