t,name,C,q,a,F,H,lawfulness,record_intensity,fidelity,digital_record,P_ref,P,K,O,benefit,cost,net,dF,dq,dC,dH
88,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.640337617450362,0.0,0.95,0.45,0.94,25.006906621926085,0.3287310979618671,0.3496691260409928,0.7395540173588718,0.9216,0.025138068425180408,0.006973271697136206,0.0181647967280442,0.00047937909760621715,0.0,0.005424882059532214,-0.003557846728134938
89,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.640816753559426,0.0,0.95,0.45,0.94,25.179837555706822,0.3287310979618671,0.34960564019395773,0.7395250487677509,0.9216,0.025137446421754046,0.006973416655966175,0.01816402976578787,0.00047913610906389514,0.0,0.005424667492097816,-0.0035576721127098094
90,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.641295646891265,0.0,0.95,0.45,0.94,25.35103918014975,0.3287310979618671,0.34954220955799126,0.7394961053694399,0.9216,0.02513682495925885,0.006973561488731322,0.01816326347052753,0.00047889333183886193,0.0,0.005424453111264021,-0.00355749764914064
91,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.641774297656907,0.0,0.95,0.45,0.94,25.52052878834825,0.3287310979618671,0.3494788340575808,0.7394671871294822,0.9216,0.025136204036955,0.006973706195604072,0.01816249784135093,0.0004786507656420973,0.0,0.0054242389167756125,-0.0035573233372197346
92,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6422527060670922,0.0,0.95,0.45,0.94,25.688323500464765,0.3287310979618671,0.3494155136173579,0.7394382940134875,0.9216,0.025135583654104066,0.006973850776756509,0.018161732877347556,0.0004784084101851333,0.0,0.0054240249083778655,-0.0035571491767397976
93,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6427308723322722,0.0,0.95,0.45,0.94,25.854440265460116,0.3287310979618671,0.349352248162097,0.7394094259871301,0.9216,0.025134963809969026,0.006973995232360402,0.018160968577608624,0.00047816626518004765,0.0,0.005423811085816533,-0.0035569751674939215
94,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6432087966626117,0.0,0.95,0.45,0.94,26.018895862805515,0.3287310979618671,0.34928903761671565,0.73938058301615,0.9216,0.025134344503814254,0.006974139562587186,0.018160204941227068,0.0004779243303394666,0.0,0.005423597448837855,-0.003556801309275596
95,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6436864792679882,0.0,0.95,0.45,0.94,26.181706904177457,0.3287310979618671,0.3492258819062744,0.7393517650663524,0.9216,0.025133725734905535,0.006974283767607973,0.01815944196729756,0.0004776826053765645,0.0,0.005423383997188554,-0.003556627601878704
96,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6441639203579932,0.0,0.95,0.45,0.94,26.34288983513568,0.3287310979618671,0.34916278095597564,0.7393229721036069,0.9216,0.025133107502510035,0.006974427847593552,0.018158679654916483,0.00047744109000505484,0.0,0.005423170730615829,-0.0035564540450975144
97,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6446411201419324,0.0,0.95,0.45,0.94,26.50246093678432,0.3287310979618671,0.3490997346911638,0.7392942040938484,0.9216,0.02513248980589632,0.006974571802714383,0.018157918003181936,0.00047719978393920054,0.0,0.005422957648867363,-0.003556280638726693
98,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6451180788288262,0.0,0.95,0.45,0.94,26.660436327416477,0.3287310979618671,0.34903674303732496,0.739265461003076,0.9216,0.025131872644334332,0.006974715633140608,0.018157157011193723,0.0004769586868938025,0.0,0.005422744751691316,-0.0035561073825612897
99,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6455947966274105,0.0,0.95,0.45,0.94,26.81683196414231,0.3287310979618671,0.34897380592008653,0.7392367427973537,0.9216,0.02513125601709541,0.006974859339042043,0.01815639667805337,0.0004767177985842038,0.0,0.0054225320388363255,-0.0035559342763967472
100,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6460712737461367,0.0,0.95,0.45,0.94,26.971663644500886,0.3287310979618671,0.3489109232652167,0.7392080494428095,0.9216,0.025130639923452266,0.006975002920588181,0.018155637002864086,0.00047647711872628683,0.0,0.005422319510051507,-0.003555761320028893
101,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6465475103931733,0.0,0.95,0.45,0.94,27.124947008055877,0.3287310979618671,0.34884809499862424,0.7391793809056355,0.9216,0.02513002436267899,0.0069751463779482,0.01815487798473079,0.00047623664703647106,0.0,0.005422107165086448,-0.0035555885132539425
102,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.647023506776405,0.0,0.95,0.45,0.94,27.276697537975316,0.3287310979618671,0.34878532104635823,0.7391507371520878,0.9216,0.025129409334051035,0.006975289711290954,0.018154119622760083,0.0004759963832317126,0.0,0.00542189500369121,-0.0035554158558684956
103,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6474992631034344,0.0,0.95,0.45,0.94,27.42693056259556,0.3287310979618671,0.34872260133460753,0.7391221181484866,0.9216,0.02512879483684526,0.006975432920784974,0.018153361916060286,0.0004757563270295062,0.0,0.005421683025616331,-0.003555243347669538
104,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6479747795815822,0.0,0.95,0.45,0.94,27.575661256969603,0.3287310979618671,0.34865993578970056,0.7390935238612154,0.9216,0.02512818087033985,0.0069755760065984785,0.01815260486374137,0.0004755164781478754,0.0,0.005421471230612818,-0.00355507098845444
105,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6484500564178877,0.0,0.95,0.45,0.94,27.722904644399904,0.3287310979618671,0.34859732433810503,0.7390649542567214,0.9216,0.02512756743381437,0.0069757189688993675,0.018151848464915,0.0004752768363053795,0.0,0.005421259618432147,-0.003554898778020951
106,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6489250938191087,0.0,0.95,0.45,0.94,27.868675597955903,0.3287310979618671,0.34853476690642743,0.7390364093015153,0.9216,0.025126954526549755,0.0069758618078552175,0.01815109271869454,0.00047503740122111106,0.0,0.005421048188826267,-0.003554726716167207
107,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6493998919917234,0.0,0.95,0.45,0.94,28.01298884197634,0.3287310979618671,0.3484722634214128,0.7390078889621707,0.9216,0.025126342147828287,0.006976004523633298,0.01815033762419499,0.00047479817261468846,0.0,0.005420836941547592,-0.003554554802691723
108,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6498744511419297,0.0,0.95,0.45,0.94,28.155858953556574,0.3287310979618671,0.3484098138099443,0.7389793932053245,0.9216,0.025125730296933595,0.006976147116400556,0.018149583180533037,0.00047455915020626246,0.0,0.005420625876349004,-0.003554383037393393
109,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6503487714756462,0.0,0.95,0.45,0.94,28.297300364021005,0.3287310979618671,0.34834741799904323,0.7389509219976764,0.9216,0.025125118973150673,0.006976289586323628,0.018148829386827044,0.00047432033371651083,0.0,0.005420414992983853,-0.0035542114200714926
110,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6508228531985127,0.0,0.95,0.45,0.94,28.43732736038079,0.3287310979618671,0.34828507591586805,0.7389224753059889,0.9216,0.025124508175765857,0.0069764319335688324,0.018148076242197025,0.0004740817228666352,0.0,0.00542020429120595,-0.0035540399505256727
111,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.651296696515891,0.0,0.95,0.45,0.94,28.57595408677698,0.3287310979618671,0.3482227874877146,0.7388940530970871,0.9216,0.02512389790406683,0.006976574158302176,0.018147323745764655,0.00047384331737836696,0.0,0.005419993770769572,-0.0035538686285559655
112,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.651770301632865,0.0,0.95,0.45,0.94,28.71319454590921,0.3287310979618671,0.3481605526420156,0.7388656553378585,0.9216,0.025123288157342608,0.006976716260689356,0.018146571896653252,0.0004736051169739578,0.0,0.005419783431429461,-0.0035536974539627755
113,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6522436687542412,0.0,0.95,0.45,0.94,28.849062600450118,0.3287310979618671,0.34809837130634025,0.7388372819952529,0.9216,0.02512267893488355,0.006976858240895755,0.018145820693987798,0.000473367121376182,0.0,0.005419573272940814,-0.0035535264265468837
114,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6527167980845496,0.0,0.95,0.45,0.94,28.983571974445614,0.3287310979618671,0.34803624340839395,0.7388089330362824,0.9216,0.02512207023598135,0.006977000099086444,0.018145070136894904,0.00047312933030833686,0.0,0.005419363295059294,-0.003553355546109449
115,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6531896898280438,0.0,0.95,0.45,0.94,29.116736254701156,0.3287310979618671,0.3479741688760181,0.738780608428021,0.9216,0.02512146205992903,0.006977141835426183,0.01814432022450285,0.00047289174349424037,0.0,0.005419153497541023,-0.003553184812452002
116,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.653662344188702,0.0,0.95,0.45,0.94,29.248568892154143,0.3287310979618671,0.34791214763718936,0.7387523081376043,0.9216,0.025120854406020948,0.0069772834500794285,0.018143570955941518,0.0004726543606582253,0.0,0.005418943880142575,-0.003553014225376443
117,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.654134761370227,0.0,0.95,0.45,0.94,29.3790832032326,0.3287310979618671,0.3478501796200198,0.7387240321322299,0.9216,0.02512024727355277,0.006977424943210322,0.018142822330342447,0.0004724171815251455,0.0,0.005418734442620989,-0.0035528437846850474
118,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6546069415760474,0.0,0.95,0.45,0.94,29.508292371200273,0.3287310979618671,0.34778826475275654,0.7386957803791572,0.9216,0.025119640661821506,0.006977566314982698,0.01814207434683881,0.00047218020582037105,0.0,0.005418525184733756,-0.0035526734901804627
119,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6550788850093172,0.0,0.95,0.45,0.94,29.63620944748827,0.3287310979618671,0.347726402963781,0.7386675528457063,0.9216,0.025119034570125473,0.006977707565560086,0.01814132700456539,0.0004719434332697848,0.0,0.00541831610623882,-0.0035525033416657042
120,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.655550591872917,0.0,0.95,0.45,0.94,29.762847353013385,0.3287310979618671,0.347664594181609,0.7386393494992591,0.9216,0.02511842899776429,0.006977848695105708,0.018140580302658582,0.0004717068635997864,0.0,0.005418107206894584,-0.0035523333389441574
121,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6560220623694542,0.0,0.95,0.45,0.94,29.888218879483247,0.3287310979618671,0.34760283833489,0.7386111703072584,0.9216,0.02511782394403891,0.006977989703782479,0.018139834240256433,0.0004714704965372843,0.0,0.005417898486459897,-0.0035521634818195757
122,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6564932967012638,0.0,0.95,0.45,0.94,30.012336690688414,0.3287310979618671,0.3475411353524075,0.7385830152372083,0.9216,0.025117219408251595,0.00697813059175301,0.018139088816498585,0.00047123433180970364,0.0,0.005417689944694067,-0.003551993770096081
123,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6569642950704087,0.0,0.95,0.45,0.94,30.135213323781528,0.3287310979618671,0.34747948516307803,0.7385548842566729,0.9216,0.025116615389705887,0.006978271359179609,0.018138344030526277,0.0004709983691449732,0.0,0.005417481581356844,-0.0035518242035781585
124,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6574350576786803,0.0,0.95,0.45,0.94,30.25686119054371,0.3287310979618671,0.34741788769595106,0.7385267773332779,0.9216,0.02511601188770666,0.006978412006224278,0.01813759988148238,0.00047076260827153563,0.0,0.005417273396208435,-0.0035516547820706643
125,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6579055847275985,0.0,0.95,0.45,0.94,30.377292578638272,0.3287310979618671,0.3473563428802088,0.738498694434709,0.9216,0.025115408901560065,0.006978552533048717,0.018136856368511346,0.0004705270489183389,0.0,0.005417065389009491,-0.003551485505378815
126,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6583758764184133,0.0,0.95,0.45,0.94,30.496519652851887,0.3287310979618671,0.3472948506451657,0.7384706355287124,0.9216,0.025114806430573573,0.0069786929398143235,0.018136113490759248,0.0004702916908148404,0.0,0.005416857559521112,-0.0035513163733081944
127,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6588459329521044,0.0,0.95,0.45,0.94,30.614554456323365,0.3287310979618671,0.34723341092026816,0.7384426005830944,0.9216,0.02511420447405592,0.006978833226682196,0.018135371247373723,0.0004700565336909967,0.0,0.005416649907504842,-0.0035511473856647455
128,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6593157545293817,0.0,0.95,0.45,0.94,30.73140891176013,0.3287310979618671,0.34717202363509453,0.7384145895657218,0.9216,0.025113603031317162,0.006978973393813128,0.018134629637504035,0.0004698215772772755,0.0,0.005416442432722674,-0.0035509785422547777
129,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6597853413506864,0.0,0.95,0.45,0.94,30.84709482264253,0.3287310979618671,0.34711068871935424,0.7383866024445209,0.9216,0.025113002101668617,0.006979113441367618,0.018133888660301,0.00046958682130464254,0.0,0.005416235134937041,-0.0035508098428849596
130,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.660254693616191,0.0,0.95,0.45,0.94,30.9616238744161,0.3287310979618671,0.347049406102888,0.7383586391874779,0.9216,0.0251124016844229,0.006979253369505861,0.01813314831491704,0.000469352265504565,0.0,0.005416028013910819,-0.0035506412873623186
131,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6607238115258,0.0,0.95,0.45,0.94,31.075007635671938,0.3287310979618671,0.34698817571566704,0.738330699762639,0.9216,0.02511180177889391,0.0069793931783877555,0.018132408600506154,0.0004691179096090168,0.0,0.005415821069407332,-0.003550472875494246
132,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6611926952791505,0.0,0.95,0.45,0.94,31.187257559315217,0.3287310979618671,0.34692699748779326,0.7383027841381093,0.9216,0.025111202384396812,0.006979532868172901,0.01813166951622391,0.00046888375335046216,0.0,0.005415614301190336,-0.0035503046070884873
133,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6616613450756124,0.0,0.95,0.45,0.94,31.298384983722062,0.3287310979618671,0.3468658713494985,0.7382748922820539,0.9216,0.02511060350024805,0.006979672439020603,0.018130931061227446,0.0004686497964618689,0.0,0.005415407709024032,-0.0035501364819531486
134,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6621297611142891,0.0,0.95,0.45,0.94,31.40840113388484,0.3287310979618671,0.34680479723114443,0.7382470241626967,0.9216,0.025110005125765347,0.006979811891089867,0.01813019323467548,0.00046841603867670033,0.0,0.005415201292673059,-0.0035499684998966936
135,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6625979435940181,0.0,0.95,0.45,0.94,31.51731712254599,0.3287310979618671,0.3467437750632224,0.738219179748321,0.9216,0.025109407260267697,0.0069799512245394026,0.018129456035728294,0.00046818247972891684,0.0,0.005414995051902495,-0.0035498006607279403
136,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.663065892713371,0.0,0.95,0.45,0.94,31.625143951320528,0.3287310979618671,0.34668280477635266,0.7381913590072686,0.9216,0.025108809903075336,0.006980090439527628,0.01812871946354771,0.0004679491193529699,0.0,0.005414788986477852,-0.003549632964256062
137,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.663533608670655,0.0,0.95,0.45,0.94,31.73189251180732,0.3287310979618671,0.34662188630128454,0.7381635619079405,0.9216,0.025108213053509784,0.006980229536212666,0.01812798351729712,0.0004677159572838058,0.0,0.005414583096165076,-0.0035494654102905866
138,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6640010916639119,0.0,0.95,0.45,0.94,31.837573586689246,0.3287310979618671,0.34656101956889596,0.7381357884187966,0.9216,0.025107616710893826,0.006980368514752342,0.018127248196141484,0.00046748299325686653,0.0,0.0054143773807305545,-0.003549297998641399
139,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6644683418909199,0.0,0.95,0.45,0.94,31.94219785082235,0.3287310979618671,0.34650020451019303,0.7381080385083545,0.9216,0.02510702087455148,0.006980507375304194,0.018126513499247286,0.0004672502270080785,0.0,0.005414171839941101,-0.003549130729118732
140,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6649353595491938,0.0,0.95,0.45,0.94,32.045775872314124,0.3287310979618671,0.3464394410563098,0.7380803121451911,0.9216,0.025106425543808045,0.0069806461180254645,0.01812577942578258,0.0004670176582738634,0.0,0.005413966473563967,-0.003548963601533174
141,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.665402144835985,0.0,0.95,0.45,0.94,32.14831811359098,0.3287310979618671,0.3463787291385081,0.7380526092979408,0.9216,0.025105830717990045,0.006980784743073104,0.01812504597491694,0.00046678528679112784,0.0,0.0054137612813668304,-0.0035487966156956615
142,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6658686979482824,0.0,0.95,0.45,0.94,32.24983493245507,0.3287310979618671,0.34631806868817694,0.7380249299352968,0.9216,0.025105236396425274,0.006980923250603776,0.018124313145821497,0.00046655311229727036,0.0,0.005413556263117807,-0.0035486297714174835
143,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6663350190828126,0.0,0.95,0.45,0.94,32.35033658313052,0.3287310979618671,0.3462574596368326,0.7379972740260097,0.9216,0.025104642578442755,0.006981061640773848,0.018123580937668908,0.00046632113453016984,0.0,0.005413351418585432,-0.0035484630685102786
144,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6668011084360408,0.0,0.95,0.45,0.94,32.449833217299215,0.3287310979618671,0.34619690191611796,0.7379696415388881,0.9216,0.025104049263372757,0.006981199913739404,0.018122849349633353,0.0004660893532281942,0.0,0.005413146747538678,-0.0035482965067860314
145,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.667266966204171,0.0,0.95,0.45,0.94,32.54833488512622,0.3287310979618671,0.3461363954578022,0.7379420324427985,0.9216,0.02510345645054679,0.006981338069656236,0.018122118380890555,0.00046585776813019467,0.0,0.005412942249746939,-0.0035481300860570777
146,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6677325925831465,0.0,0.95,0.45,0.94,32.64585153627496,0.3287310979618671,0.3460759401937812,0.7379144467066648,0.9216,0.025102864139297607,0.006981476108679849,0.018121388030617757,0.000465626378975505,0.0,0.005412737924980039,-0.003547963806136097
147,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6681979877686506,0.0,0.95,0.45,0.94,32.74239302091221,0.3287310979618671,0.34601553605607605,0.7378868842994685,0.9216,0.025102272328959178,0.00698161403096546,0.018120658297993718,0.0004653951855039422,0.0,0.005412533773008227,-0.00354779766683612
148,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6686631519561064,0.0,0.95,0.45,0.94,32.83796909070309,0.3287310979618671,0.3459551829768337,0.737859345190248,0.9216,0.025101681018866714,0.006981751836668,0.018119929182198714,0.0004651641874558007,0.0,0.005412329793602172,-0.003547631667970516
149,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6691280853406782,0.0,0.95,0.45,0.94,32.93258939979606,0.3287310979618671,0.3458948808883264,0.7378318293480991,0.9216,0.02510109020835665,0.006981889525942113,0.018119200682414537,0.0004649333845718562,0.0,0.005412125986532973,-0.003547465809353003
150,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6695927881172716,0.0,0.95,0.45,0.94,33.0262635057981,0.3287310979618671,0.34583462972295115,0.7378043367421747,0.9216,0.02510049989676665,0.006982027098942158,0.01811847279782449,0.0004647027765933625,0.0,0.005411922351572145,-0.003547300090797642
151,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6700572604805337,0.0,0.95,0.45,0.94,33.119000870740116,0.3287310979618671,0.3457744294132299,0.7377768673416845,0.9216,0.025099910083435588,0.006982164555822211,0.018117745527613378,0.00046447236326205033,0.0,0.0054117188884916295,-0.003547134512118837
152,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6705215026248539,0.0,0.95,0.45,0.94,33.210810862032716,0.3287310979618671,0.3457142798918086,0.7377494211158948,0.9216,0.02509932076770357,0.006982301896736064,0.018117018870967505,0.0004642421443201267,0.0,0.005411515597063785,-0.0035469690731313335
153,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6709855147443642,0.0,0.95,0.45,0.94,33.30170275341239,0.3287310979618671,0.34565418109145774,0.737721998034129,0.9216,0.02509873194891191,0.006982439121837219,0.018116292827074693,0.00046401211951027486,0.0,0.005411312477061393,-0.0035468037736502193
154,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6714492970329398,0.0,0.95,0.45,0.94,33.39168572587827,0.3287310979618671,0.345594132945071,0.7376945980657662,0.9216,0.02509814362640313,0.0069825762312789065,0.018115567395124224,0.0004637822885756476,0.0,0.005411109528257646,-0.0035466386134909204
155,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6719128496841997,0.0,0.95,0.45,0.94,33.480768868619485,0.3287310979618671,0.3455341353856664,0.7376672211802427,0.9216,0.025097555799520985,0.006982713225214066,0.01811484257430692,0.00046355265125987686,0.0,0.005410906750426164,-0.0035464735924692066
156,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6723761728915068,0.0,0.95,0.45,0.94,33.56896117993329,0.3287310979618671,0.34547418834638405,0.7376398673470503,0.9216,0.025096968467610403,0.006982850103795361,0.018114118363815043,0.0004633232073070589,0.0,0.005410704143340974,-0.0035463087104011808
157,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6728392668479686,0.0,0.95,0.45,0.94,33.65627156813396,0.3287310979618671,0.34541429176048793,0.7376125365357373,0.9216,0.02509638163001754,0.006982986867175171,0.018113394762842367,0.00046309395646176513,0.0,0.005410501706776524,-0.0035461439671032892
158,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.6733021317464376,0.0,0.95,0.45,0.94,33.74270885245262,0.3287310979618671,0.3453544455613641,0.7375852287159077,0.9216,0.02509579528608974,0.006983123515505599,0.018112671770584142,0.00046286489846903415,0.0,0.005410299440507674,-0.0035459793623923114
159,Kingdom-aligned transparent recording,1.0,0.04,0.96,1.673764767779512,0.0,0.95,0.45,0.94,33.828281763928096,0.3287310979618671,0.3452946496825211,0.7375579438572217,0.9216,0.025095209435175563,0.0069832600489384625,0.0181119493862371,0.00046263603307437613,0.0,0.0054100973443097005,-0.0035458148960853665
0,Mixed civic audit regime,0.6168037417791029,0.22052349177633976,0.78,1.1383668494146717,0.22702684318909666,0.62,0.62,0.82,0.5084,0.24374542977319177,0.24374542977319177,0.5069999938460387,0.37720800000000004,0.009771476008810741,0.022308237455371138,-0.012536761446560397,-0.011633150585328237,0.0005234917763397706,-0.003196258220897034,0.0070268431890966685
1,Mixed civic audit regime,0.6135817198055195,0.22104775836775903,0.78,1.1267164807164658,0.23406012385626868,0.62,0.62,0.82,1.0117159999999998,0.24374542977319177,0.24356348703168984,0.5056384636658928,0.3750115409829854,0.009728907509934924,0.022341409226168642,-0.012612501716233718,-0.01165036869820598,0.0005242665914192691,-0.003222021973583411,0.007033280667172018
2,Mixed civic audit regime,0.6103338356954939,0.22157279990735984,0.78,1.115048890947559,0.24109983925196785,0.62,0.62,0.82,1.5099988399999997,0.24374542977319177,0.2433974568832658,0.5042775150167129,0.3728016677323185,0.009686236147875248,0.022374707583302032,-0.012688471435426785,-0.011667589768906667,0.0005250415396008,-0.0032478841100255238,0.007039715395699179
3,Mixed civic audit regime,0.6070599910928954,0.22209861654182894,0.78,1.1033640768482458,0.2481459867571806,0.62,0.62,0.82,2.0032988515999994,0.24374542977319177,0.2432473504743085,0.5029171202903537,0.370578357896951,0.009643461627522307,0.02240813383951302,-0.012764672211990711,-0.011684814099313413,0.0005258166344691036,-0.0032738446025984587,0.0070461475052127735
4,Mixed civic audit regime,0.6037600876827859,0.22262520842963576,0.78,1.0916620348969828,0.2551985638654839,0.62,0.62,0.82,2.491665863083999,0.24374542977319177,0.2431131851080848,0.5015572556738609,0.36834158939234934,0.009600583709420496,0.022441689253350782,-0.012841105543930286,-0.011702041951262957,0.000526591887806833,-0.0032999034101095924,0.007052577108303305
5,Mixed civic audit regime,0.6004340272049021,0.22315257573921335,0.78,1.0799427613508144,0.26225756816495266,0.62,0.62,0.82,2.9751492044531593,0.24374542977319177,0.24299498428729377,0.5001979011808589,0.3660913404103102,0.00955760221003703,0.022475375028267568,-0.012917772818230538,-0.011719273546168377,0.000527367309577577,-0.00332606047788379,0.007059004299468758
6,Mixed civic audit regime,0.5970817114670528,0.22368071864712047,0.78,1.0682062522862117,0.2693229973199017,0.62,0.62,0.82,3.453797712408628,0.24374542977319177,0.2428927777625558,0.49883904068656393,0.36382758942867427,0.009514517002070259,0.02250919231164453,-0.012994675309574271,-0.011736509064602649,0.0005281429079071192,-0.0033523157378492763,0.007065429154949043
7,Mixed civic audit regime,0.5937030423584284,0.22420963733618338,0.78,1.0564525036403696,0.2763948490524447,0.62,0.62,0.82,3.9276597352845415,0.24374542977319177,0.24280660158695064,0.497480661966495,0.36155031522093883,0.009471328014797728,0.02254314219374575,-0.013071814178948022,-0.01175374864584219,0.0005289186890628985,-0.0033786691086244414,0.0070718517325429765
8,Mixed civic audit regime,0.5902979218628225,0.224739331993615,0.78,1.044681511253,0.28347312112385215,0.62,0.62,0.82,4.3967831379316955,0.24374542977319177,0.24273649817671678,0.49612275673895123,0.359259496865768,0.009428035234464484,0.022577225706598886,-0.013149190472134403,-0.011770992387369596,0.0005296946574316317,-0.0034051204956058886,0.00707827207140743
9,Mixed civic audit regime,0.5868662520717645,0.22526980280911008,0.78,1.0328932709086653,0.2905578113156905,0.62,0.62,0.82,4.861215306552379,0.24374542977319177,0.24268251637824934,0.49476532071133955,0.35695511375639905,0.00938463870471223,0.022611443822800035,-0.013226805118087805,-0.011788240344334653,0.0005304708154950594,-0.0034316697910580125,0.007084690191838302
10,Mixed civic audit regime,0.5834079351975601,0.22580104997291384,0.78,1.0210877783796928,0.2976489174107233,0.62,0.62,0.82,5.3210031534868545,0.24374542977319177,0.24264471154153297,0.49340835363043795,0.3546371456099446,0.009341138527050007,0.02264579745424094,-0.013304658927190932,-0.011805492528972616,0.0005312471638037677,-0.0034583168742043967,0.007091106095032854
11,Mixed civic audit regime,0.5799228735862387,0.22633307367386288,0.78,1.009265029469714,0.3047464371735563,0.62,0.62,0.82,5.7761931219519855,0.24374542977319177,0.24262314560016837,0.49205185933669016,0.35230557247658867,0.00929753486136711,0.022680287450755926,-0.013382752589388817,-0.011822748909978684,0.0005320237009490407,-0.0034850616113213558,0.007097519762833009
12,Mixed civic audit regime,0.5764109697304048,0.22686587409739556,0.78,0.9974250200578766,0.3118503683310054,0.62,0.62,0.82,6.226831190732465,0.24374542977319177,0.24261788715815774,0.4906958458226346,0.3499603747486753,0.009253827926489103,0.022714914598686336,-0.013461086672197232,-0.011840009411837521,0.0005328004235326885,-0.003511903855833905,0.007103931157449085
13,Mixed civic audit regime,0.5728721262819904,0.22739945142353035,0.78,0.9855677461437701,0.31896070855216885,0.62,0.62,0.82,6.672962878825141,0.24374542977319177,0.24262901158362887,0.48934032529557747,0.34760153316968756,0.009210018000777821,0.022749679619359506,-0.013539661618581686,-0.01185727391410656,0.0005335773261347952,-0.0035388434484144925,0.007110340221163474
14,Mixed civic audit regime,0.5693062460649055,0.22793380582480968,0.78,0.9736932038931183,0.32607745542818256,0.62,0.62,0.82,7.114633250036889,0.24374542977319177,0.24265660110969356,0.48798531424462865,0.3452290288431148,0.009166105422776294,0.022784583167479763,-0.01361847774470347,-0.011874542250651782,0.0005343544012793302,-0.0035658802170848145,0.007116746876013687
